word,log_odds
hours,-0.653125091598088
guards,-0.6521571646641694
promise,-0.651379641044763
posing,-0.651132159263405
diner,-0.651132159263405
airplane,-0.651132159263405
calling,-0.6509932315305333
spacey,-0.6508107389566526
votes,-0.6501956483308833
dillon,-0.6501956483308833
automatically,-0.6493366456017907
leg,-0.6480527663314326
hopes,-0.6456083788352315
biggest,-0.6450990670596739
rating,-0.645009892084547
visible,-0.644867128733692
flesh,-0.6441136647965298
lasted,-0.6439366578592008
sign,-0.6418421090548666
abortion,-0.6411188932117213
asia,-0.6400843323635943
bone,-0.6400843323635943
wanders,-0.6396328552699744
possibly,-0.6385507952935852
disgusted,-0.6384822277670931
dont,-0.6381886772748905
stranded,-0.6372992059370565
waited,-0.6363898488058527
banned,-0.6361944543393947
listed,-0.6347120302047602
burning,-0.6343863041358192
intent,-0.6343863041358192
call,-0.6333951017327691
cut,-0.6327137078802753
cutting,-0.632618335408766
arent,-0.6308508021830294
proceeds,-0.629437088164086
wear,-0.629437088164086
hopkins,-0.6294370881640857
outline,-0.6294370881640857
animal,-0.6294370881640857
knock,-0.6294370881640857
thats,-0.6280969161765023
sleeping,-0.6257614300206875
pack,-0.6249356959291453
stretch,-0.6248498186684341
ruin,-0.622550702578846
eat,-0.6223823306301353
cuts,-0.6223823306301353
moviethe,-0.6213997690986677
chuck,-0.6212631567183858
running,-0.6210210734824978
rod,-0.6206668785363537
monkey,-0.6203348810568337
credits,-0.6199393906564956
bodies,-0.618828988598105
massacre,-0.6187106815710276
actually,-0.6164123679727618
ill,-0.6162564658227079
dies,-0.6137270050754242
feed,-0.6133174228008091
pg,-0.6133174228008091
lets,-0.6132957803732705
guys,-0.6127300813256826
im,-0.6115752411581058
caricature,-0.6108214099967392
lighting,-0.6103512470331873
abruptly,-0.6100717632971547
pray,-0.6100717632971547
noone,-0.6083754726362561
havoc,-0.6083754726362559
elm,-0.6074107818340869
crack,-0.6068945195129977
wears,-0.6067170116640022
edited,-0.6063534750510445
corny,-0.6063534750510445
spaceship,-0.6063534750510445
theyve,-0.6061045843334623
vampire,-0.605955654824923
hundred,-0.6051895419174085
props,-0.6045624195250565
puppet,-0.6039019960569484
alert,-0.6039019960569482
disappear,-0.6016920976811815
cant,-0.6013663225774173
gory,-0.6011732359453645
proof,-0.6008679359673149
shots,-0.6008679359673149
b,-0.6007504000154075
attempting,-0.6004372164415335
terrorists,-0.5994423478662485
development,-0.5992606139060801
talking,-0.5988880248044788
lay,-0.598674834393399
resemble,-0.5970156104717084
could,-0.5960239637360011
incorrect,-0.5954897562407481
pounds,-0.5954897562407481
jess,-0.5954897562407481
deputy,-0.5954897562407481
tank,-0.5951671860793396
bullock,-0.5946716700034091
opportunities,-0.5946716700034091
sounds,-0.5943901410648852
plane,-0.5941616134165554
stay,-0.5940908982710424
parody,-0.5935600518354894
elses,-0.5933678334565641
term,-0.5930952411003654
virtually,-0.5915076325317637
practically,-0.5905641965197956
survives,-0.5904429565482223
gods,-0.5901241641392597
invented,-0.5894706808464413
map,-0.5880962927831865
hed,-0.5876169124694589
manage,-0.5871001416066256
scenario,-0.5870018218436893
confused,-0.5862692290077123
reviews,-0.5861402541615356
straight,-0.5861196643389719
upside,-0.5850429688056326
pay,-0.5844636119779996
cops,-0.58442735324652
summary,-0.5844033345495823
suddenly,-0.5839375400174379
hurts,-0.5838402217239751
million,-0.5828945022270556
dumped,-0.5828945022270556
crawl,-0.5828945022270556
somehow,-0.5825229768271167
attacked,-0.5821313733857295
gross,-0.5818476296458256
forced,-0.5818311559169759
wishing,-0.581227995121466
favour,-0.5805274876831394
rooting,-0.5795118628324035
phone,-0.5792027856439496
orange,-0.5788110150941178
ghost,-0.5788110150941178
letters,-0.5782982391722848
wanted,-0.5771160530340034
security,-0.5764882082151268
editor,-0.5761950668871062
sink,-0.5749893041417098
kicking,-0.5749893041417098
nerves,-0.5749893041417096
justify,-0.5735838534305684
operation,-0.5734030532497579
robots,-0.5717215903077985
altered,-0.5705433991105175
edit,-0.5705433991105175
exploitation,-0.5703019640767537
juvenile,-0.568741156476532
christ,-0.5680365434999426
mention,-0.5680365434999426
rest,-0.5667778825755604
isnt,-0.5665679521740951
jumps,-0.5664272906382855
crashing,-0.5653067507443702
scripted,-0.5638487465365092
males,-0.5618738043514513
lasts,-0.5618738043514513
hair,-0.5605154054052491
cleaning,-0.559047760272688
novelty,-0.5590477602726878
insist,-0.5590477602726878
eating,-0.5582760592428472
store,-0.5579839565812117
cared,-0.5559749262230647
ritual,-0.5559749262230647
remote,-0.5558142250209058
relies,-0.5557274019810767
unreal,-0.5541489608598487
beast,-0.5537728182320139
vain,-0.5534882349307874
scifi,-0.5533416419274718
apparent,-0.5523361197265291
monsters,-0.552078205457846
female,-0.5503655171728871
make,-0.5501646393167028
elsewhere,-0.5493975902389687
kumar,-0.5489471703037182
plants,-0.5489471703037182
pregnant,-0.5482410053161051
tie,-0.5480487613234308
forty,-0.5469749279721131
backs,-0.5469749279721129
snuff,-0.5469749279721129
rapidly,-0.5453728233756113
sort,-0.544966602046477
mm,-0.5449035779524181
suit,-0.5449035779524181
blonde,-0.5436523848729833
useful,-0.543576351510248
bullet,-0.543576351510248
qualities,-0.5434133443307185
arab,-0.5432804444143713
whole,-0.5426486961387204
lines,-0.5421711615446246
suggestion,-0.5419742469137465
better,-0.5415111597760413
camerawork,-0.5414123403668617
par,-0.5410419722183718
pretty,-0.5410365980416982
hang,-0.5400020045821414
nude,-0.5388995417504833
burned,-0.5387387778723485
screams,-0.5387387778723485
myers,-0.5385836577129722
root,-0.5363276837726044
fix,-0.5351097056159329
volume,-0.5338594281818548
fools,-0.5335126681655503
prey,-0.5329742486627946
titled,-0.5322684291570878
acceptable,-0.5318262915376637
soap,-0.5308967199585388
exception,-0.5306070615046614
watching,-0.5299573883484938
phillips,-0.5299014146131714
hills,-0.5299014146131714
pops,-0.5299014146131712
string,-0.52799182460454
theyll,-0.527796826288248
hitting,-0.527796826288248
smoke,-0.527796826288248
ask,-0.527796826288248
cost,-0.527741691094735
promised,-0.5270753705344081
finished,-0.5261831263670612
spoilers,-0.52612637092179
wounds,-0.525601277179546
butt,-0.5253646340163994
establishing,-0.5251004283493501
robbers,-0.5251004283493501
gigantic,-0.5251004283493501
mama,-0.5251004283493501
totally,-0.5243703086399426
youre,-0.5242956707185947
angry,-0.5237590102695487
females,-0.5236424241414892
properly,-0.5236424241414892
murdering,-0.5231281860177452
hired,-0.5230150290279316
bet,-0.5227356960361668
attempted,-0.5212882843084634
stuck,-0.5209126313859167
laugh,-0.5207162581784744
beyond,-0.520251244579452
deliver,-0.5190540323761792
entire,-0.5188930904365838
arm,-0.5188462261041756
product,-0.5187176761204957
saves,-0.5159790383808018
lying,-0.5159790383808018
collective,-0.5157803063685188
hint,-0.5146166861622277
crude,-0.5145534502797353
mild,-0.5139598707441501
require,-0.5139598707441498
companies,-0.5139598707441498
happens,-0.5134289801987335
needless,-0.5132440706595632
models,-0.5130275960487751
box,-0.5110055984635635
neck,-0.5106509357135744
curiosity,-0.5101381597917416
stop,-0.5098983899655474
hammer,-0.5095973181580827
point,-0.5095927059690327
original,-0.50950022255345
count,-0.5092200059766947
publicity,-0.5091428544463743
die,-0.5090740744391674
started,-0.5090336669006559
repeatedly,-0.5074465637854754
jury,-0.5068178015001302
sincerely,-0.5063786917597478
disguise,-0.5063786917597478
compelled,-0.5058057389957086
advertising,-0.5056085013112276
fired,-0.5053157763348982
upset,-0.5049550574829407
incredibly,-0.5046641231141483
claims,-0.5039062060802271
vile,-0.5039062060802268
farce,-0.5039062060802268
rescued,-0.5039062060802268
single,-0.5026251930847636
dead,-0.5026033787600277
shouldnt,-0.5020577816878584
kissing,-0.501681540965713
anyway,-0.5013887268707583
doesnt,-0.5013267146455306
distracted,-0.5008528821026729
attack,-0.5003356679266271
lift,-0.4996692131937565
dropping,-0.4990404509084107
dozen,-0.4985062183376371
descent,-0.4985062183376371
crocodile,-0.4978402053808731
balls,-0.4978402053808731
kapoor,-0.4969867921404364
blockbuster,-0.4966014054569939
damage,-0.4963488549021448
error,-0.4958539337854938
superman,-0.4958539337854938
dubious,-0.4958539337854938
car,-0.49560896947378014
wardrobe,-0.4951359964524949
empathy,-0.4951359964524949
gay,-0.49500370586133435
propaganda,-0.4947267793058315
video,-0.4943767403424798
robot,-0.4942775048824502
cube,-0.49345941864511134
ah,-0.49323270456577445
coffee,-0.4930646464327999
throat,-0.4930646464327999
names,-0.4922180915900834
decide,-0.4919335644141511
arguing,-0.49193356441415087
statements,-0.49193356441415087
voted,-0.49193356441415087
horror,-0.49114245287667985
vehicle,-0.49027434049246055
witch,-0.489674057232026
sits,-0.4896141185111927
mistakes,-0.48808123891854416
psycho,-0.4873187822597926
piece,-0.48699282314388076
goodness,-0.48669691604800386
device,-0.48661731688437176
billed,-0.4864791343220429
believe,-0.4859652625300064
precious,-0.48574362829495304
rated,-0.4847914951701312
evidence,-0.4842951876516615
babes,-0.4833588286761414
weird,-0.4814130012789857
afford,-0.4798607321135758
windows,-0.4794116441594783
contain,-0.4774339947190358
resembles,-0.4774339947190358
hanging,-0.47710614673651186
enough,-0.47687143084336064
intended,-0.4767900781536091
dubbed,-0.47563175208505043
average,-0.47552440471040464
diaz,-0.47415886268617496
ideas,-0.4730586185597211
witches,-0.4725682395472197
ad,-0.4722231384713273
silliness,-0.47189581117760593
daddy,-0.4712892544981271
rape,-0.4711467872051766
machine,-0.47097727321522775
act,-0.4705727434126822
hokey,-0.4702384933148321
fell,-0.47008132843196077
artificial,-0.4697804221756007
fire,-0.4684452114917814
feeding,-0.4676860181674737
exaggerated,-0.4674172848071198
pattern,-0.46670758812597746
looking,-0.4665632147840183
awkward,-0.46649851703788064
pacific,-0.46630125238441267
something,-0.46590602621833177
shoots,-0.46577107719345595
sheriff,-0.46541268816145775
turned,-0.4642624862751786
plausible,-0.4640134789567145
pants,-0.46369988368520687
might,-0.4629162417703332
wrote,-0.4628324450133848
heads,-0.46250212932758505
drink,-0.46214234276644545
material,-0.4601110882005421
carry,-0.45951208672177374
hadnt,-0.45951208672177374
janet,-0.4595120867217735
identical,-0.4595120867217735
bloody,-0.4595120867217735
translate,-0.4595120867217735
incest,-0.4595120867217735
hayes,-0.4595120867217735
p,-0.4595120867217735
forward,-0.4587847385637462
pacing,-0.45801473833527095
drag,-0.45764209936872735
door,-0.45739514570967227
costume,-0.45733771548743657
mexican,-0.45716814625347446
needed,-0.4569289257077711
anywhere,-0.4566004913018704
thirty,-0.4561054852785243
approaching,-0.4525593260800067
bike,-0.45213255635617605
belt,-0.45213255635617605
trailers,-0.45079486962066456
five,-0.4503452400725159
rushed,-0.4497310659291881
dutch,-0.4497310659291881
space,-0.449154511239409
passengers,-0.44886484252226505
sub,-0.44886484252226505
correctly,-0.44886484252226505
shame,-0.4484618791979675
drove,-0.44783028167413813
competent,-0.4472337569433367
garden,-0.44702114253857667
jessica,-0.4469120499421399
try,-0.4467030843845567
iv,-0.44657303101427526
directing,-0.446495201054939
hill,-0.4463366979740404
accounts,-0.44583714982469713
ron,-0.44567981354220404
escapes,-0.44567981354220404
troma,-0.44440519433156533
horrified,-0.44408204615216756
safely,-0.44408204615216756
slow,-0.4439967039891977
sand,-0.44374477086345704
buddies,-0.443570542852752
fair,-0.44328577230719013
priest,-0.4425589534405765
knocked,-0.44223409528993796
squad,-0.4418100849883146
shirley,-0.4411335574069189
jungle,-0.4404032637740688
womens,-0.4404032637740688
massive,-0.43970360564159316
generally,-0.43944646366766776
ya,-0.4383887951560193
attacks,-0.43829560081207786
storyline,-0.4377186958595181
movie,-0.4364682166012234
handful,-0.43616159944439276
begin,-0.4354395027335517
simply,-0.43490687335227796
kay,-0.434421105758943
minority,-0.434421105758943
want,-0.43440892160641137
result,-0.4342069978101633
using,-0.4330708447826207
chose,-0.4330398753605826
exact,-0.4325450391215043
required,-0.43203135029966644
phrase,-0.43149771055217695
going,-0.4305148645355293
finish,-0.43045605343769044
awhile,-0.43036574106225706
would,-0.43014035985805577
grainy,-0.43012827994067926
remaining,-0.42996781110775806
backwards,-0.4297647433277216
thousands,-0.42959650881748607
kicked,-0.42949951765533384
species,-0.4291384376782549
refuse,-0.42861807877598984
tell,-0.4281728429424638
ass,-0.4280795788851164
toys,-0.4278032269944354
legitimate,-0.4278032269944352
centered,-0.4269442242653428
stunt,-0.4269442242653428
pie,-0.4263452227865742
absolutely,-0.4261880664638816
sympathy,-0.42556475479843575
shock,-0.42521890916789573
motive,-0.4250785896578997
hide,-0.42495486468540494
pig,-0.42474666856109705
stuff,-0.42433620615470063
supernatural,-0.42432265825947363
carrey,-0.42432265825947363
start,-0.4239884302860362
mundane,-0.42298621069665965
cancer,-0.42298621069665965
maniac,-0.42298621069665965
grass,-0.4229862106966595
bite,-0.4229862106966595
laurel,-0.4219486737652903
amy,-0.42171005400938905
ship,-0.42122360199739967
worry,-0.4211951551706715
bounty,-0.42103793890713775
spoiled,-0.4208504663526685
word,-0.4206541107087184
possess,-0.42062307332817866
pointed,-0.41998372253513605
dropped,-0.41998372253513605
plan,-0.4192193807737401
head,-0.4189694237652668
arnold,-0.4188701022244275
label,-0.4188701022244275
name,-0.41865378990062646
skin,-0.4172012818638093
ended,-0.41713348445122195
boat,-0.4164433648298876
psychotic,-0.4157303946938601
creatures,-0.4154972318584617
possible,-0.4153839677403673
connect,-0.41511796736332013
agents,-0.41511796736332013
making,-0.4138813924971754
theory,-0.4134001618674615
chair,-0.4133419052888477
meant,-0.413147582702796
writer,-0.41276718634926973
floor,-0.41268295457426274
moviei,-0.4125146071846041
hate,-0.4117310280732528
eg,-0.4116835616311586
shooting,-0.4115588634988463
basic,-0.4109021424971518
imagine,-0.4108806037880917
sooner,-0.4097590515246738
loose,-0.409680930769767
etc,-0.40935824723236464
designed,-0.4091385642066543
kept,-0.4085123119601993
leonard,-0.40704466682763796
impress,-0.40704466682763796
rolling,-0.40704466682763774
jump,-0.4063191475561802
credited,-0.40465015168725516
indiana,-0.403555680747758
kitchen,-0.403555680747758
list,-0.4034460243010144
bar,-0.4027348950165167
inferior,-0.4025221081369441
wait,-0.401846746010515
row,-0.40173575544257284
faster,-0.3989053220176215
travolta,-0.39811154205763005
del,-0.39811154205763005
hangs,-0.39811154205763005
turning,-0.39745111858952203
seems,-0.396377741775782
poster,-0.39631826023457944
sadistic,-0.3955490279898085
foul,-0.3953817493020579
access,-0.3953817493020579
receiving,-0.39239789086323656
planes,-0.39239789086323634
id,-0.391942250193407
produce,-0.3912773509693212
twins,-0.3911251117415233
nasty,-0.39058249482541857
crying,-0.39053434480319016
kid,-0.390324504040129
speak,-0.38988229294445376
sending,-0.38912275883037556
ratings,-0.3884289886602909
warriors,-0.38777633312285903
uneven,-0.3873623009659381
putting,-0.38727043004280776
considering,-0.38717936100235356
rd,-0.3870762505950419
furthermore,-0.3863941575177582
strip,-0.38626310469113495
lightning,-0.38551150527799666
actual,-0.3844613814605124
like,-0.3841800162749601
netflix,-0.3839610537145967
finger,-0.3839610537145967
feet,-0.38342969389094467
happening,-0.3830600262839004
folks,-0.3815095747205003
starts,-0.3810290767840391
blows,-0.38100005854324986
fbi,-0.3802653357120378
investigating,-0.3796587790325588
clothing,-0.37945883515573847
fool,-0.37921045863091224
falls,-0.37861174002550957
gotta,-0.3784755146308671
called,-0.3777575772978683
dozens,-0.376096078534136
island,-0.3757512249312298
suspend,-0.37568049591830294
loud,-0.3752265327172982
instance,-0.3751958007882983
itthe,-0.3751198994314008
weekend,-0.3750158126349998
speaking,-0.37418003292201135
clearly,-0.37397590203509296
buying,-0.3739759020350928
thinks,-0.3737074829535252
advance,-0.37309733490430025
murdered,-0.3726346360418067
sane,-0.37252878512713344
expense,-0.37204924547143425
evil,-0.37195054634223235
body,-0.3718502471699625
target,-0.3713975922506843
far,-0.3710839809394211
cop,-0.3699314938105385
worthwhile,-0.3697932715310662
threatening,-0.3695699614089752
attached,-0.36920131568296544
add,-0.36882534459714766
merely,-0.36831227233892333
book,-0.36772767404218243
exist,-0.3676732196566968
chase,-0.3671802059496986
missing,-0.36698547169022233
admittedly,-0.3664026823302922
spoke,-0.366402682330292
promote,-0.366402682330292
onscreen,-0.366402682330292
quaid,-0.366402682330292
lands,-0.366402682330292
text,-0.3640925216430911
example,-0.363900175127122
filming,-0.3638768076712645
producing,-0.3632967714624702
bright,-0.3626505474691845
static,-0.36221488536685864
option,-0.36133169278287003
commits,-0.360948252238184
beach,-0.36062032973628594
dressed,-0.3600889083980898
actors,-0.36005623253190683
monkeys,-0.35898521076780904
meat,-0.3588558732769439
doom,-0.3585831778709927
felt,-0.3585831778709927
improvement,-0.3576324727025598
candy,-0.357262028473823
according,-0.35641859375767
deleted,-0.35641859375767
trailer,-0.3558894556476162
pun,-0.3541590865755449
normally,-0.35401895787445975
begging,-0.35380264555065827
describe,-0.3527971875665535
subplot,-0.3511359256769816
arrogant,-0.3508058272792734
bug,-0.3505777151686093
ethan,-0.3505777151686093
psychopath,-0.3505777151686093
let,-0.35051890287203624
cares,-0.3500336099232808
happened,-0.3500268533764472
shocked,-0.3493291689713508
rick,-0.3486279806023158
shot,-0.34821296385502104
build,-0.34796543407361574
tokyo,-0.3478667308928644
sources,-0.3478667308928644
interviewed,-0.3478667308928644
frankenstein,-0.3478667308928644
amusing,-0.3478667308928644
waynes,-0.3478667308928644
kind,-0.34776372906931796
line,-0.3477166785375981
reading,-0.3476496634954237
outfits,-0.3470373574633609
absolute,-0.34703735746336073
desperately,-0.34703735746336073
plots,-0.346883231610868
earth,-0.3467568139445598
false,-0.3463014762737826
anyways,-0.34613028730403106
cameron,-0.3447798706304967
desert,-0.34474189947569883
went,-0.34437304586766937
twenty,-0.34361928668600433
title,-0.34322825943306484
damned,-0.3428158620126761
kidnapped,-0.34255594037592435
politically,-0.34215513608361464
left,-0.34090165581956905
wound,-0.3406066814529544
tarantino,-0.3393795085637454
engage,-0.33921785300406165
stairs,-0.3389219459081851
c,-0.33883060429931017
youve,-0.3386795430827951
hardy,-0.33820579049964006
titles,-0.3376709637869761
revenge,-0.3372563366707756
lou,-0.33665533893623983
huge,-0.33659882803547525
majority,-0.335937401603241
repeat,-0.3349897296988305
sue,-0.33398120463791475
questionable,-0.33398120463791475
explains,-0.33398120463791453
showtime,-0.33398120463791436
science,-0.33338762510232894
walks,-0.3333049941540612
facts,-0.3333049941540612
arms,-0.33315087653390707
reviewers,-0.3322077624466953
college,-0.3321710475109924
replaced,-0.332051177539515
direction,-0.3313761412458568
insurance,-0.3313557352310915
mormon,-0.3313557352310915
outdated,-0.3313557352310915
got,-0.3312639441931788
hot,-0.33118798974623415
talent,-0.3311272075827616
talk,-0.33062342695056873
read,-0.3298768063051781
babies,-0.3298768063051779
snow,-0.3298768063051779
iraq,-0.3298768063051779
scientific,-0.3287776100303749
bell,-0.3287776100303749
executed,-0.3285344967398491
cards,-0.32826755344352077
monologue,-0.32826755344352077
disappears,-0.32826755344352077
devils,-0.32826755344352077
reviewing,-0.32826755344352077
already,-0.32616654087672553
cannot,-0.3260232208144528
rocket,-0.32565633998698296
simplistic,-0.325494738750086
severe,-0.32345053714574507
tickets,-0.322775749930034
pole,-0.322775749930034
span,-0.322775749930034
get,-0.32267640466513114
said,-0.3220843327804687
mate,-0.32158417848844606
smoking,-0.3206843820244567
talks,-0.32041647705611176
tail,-0.32010903005635705
vastly,-0.32010903005635705
girlfriends,-0.32010903005635705
motorcycle,-0.32010903005635705
examples,-0.32010903005635705
hero,-0.3198022694681529
woody,-0.3196544231388127
gray,-0.3194816349427994
blow,-0.31941575996089766
deserted,-0.3190969675519353
devil,-0.31909696755193506
ground,-0.31883699907823626
routine,-0.3186495508819238
foot,-0.3183360237610793
realised,-0.3182353998697819
free,-0.3182353998697819
tea,-0.3180396607688931
native,-0.3177288355946024
tribe,-0.3174930818493457
twist,-0.3170950421059216
male,-0.31651380653793304
getting,-0.31594393321708325
ever,-0.31506778429967364
fighter,-0.3149264648392065
nail,-0.314563750810674
impossible,-0.3143953788619635
say,-0.31368692288820066
standing,-0.3133617195221612
military,-0.31274089399114846
sense,-0.31269009766828315
bowl,-0.31240779268956276
bathroom,-0.31240779268956276
responsible,-0.31230997954054474
funnier,-0.3122469122833866
rescue,-0.3121703706465866
ex,-0.3119548983079156
creativity,-0.3103686474159639
intention,-0.30961665623871454
flash,-0.30944679751821613
assistant,-0.30917781363734215
surely,-0.3088902236750842
appeared,-0.30827455181996716
mankind,-0.3075089932767236
jail,-0.3075089932767236
purely,-0.3075089932767236
shell,-0.3075089932767234
rainy,-0.3075089932767234
give,-0.30670459122583704
claim,-0.3061799328042035
improved,-0.3051263419657295
run,-0.30495369988673254
vegas,-0.30486427202115984
mars,-0.30434171419804046
taxi,-0.30411840407594953
proper,-0.3038612162615793
origin,-0.30386121626157914
yard,-0.3035618087600606
appear,-0.30352547935822577
possession,-0.3027865830343206
cries,-0.3027865830343206
impression,-0.3027865830343204
benefit,-0.302542740383374
reads,-0.3012500028050412
closeups,-0.3011112220785727
special,-0.30025534877287025
randy,-0.300129462911126
villain,-0.29940394363966827
look,-0.2992096700582365
cruel,-0.29904741452852723
jumping,-0.29904741452852723
desperate,-0.2989638841437149
stolen,-0.2987917761756146
desired,-0.2982311796887128
made,-0.29750310076270425
window,-0.2972406578228964
explosion,-0.2972406578228964
trend,-0.2968617490772151
adequate,-0.2966616110397312
characterization,-0.2965378754557203
production,-0.2963148659822762
vacation,-0.2960133544388941
steal,-0.2954910173438005
investigate,-0.29543616097614844
ireland,-0.29543616097614844
sidekick,-0.29543616097614844
motivations,-0.2952826909434642
stumbles,-0.2950180490935268
middle,-0.2944528404512772
intentionally,-0.2944528404512772
sensible,-0.29383405637964705
stayed,-0.29240210088651536
cruise,-0.29240210088651514
profanity,-0.29240210088651497
humans,-0.2920995539543192
overly,-0.29202800648771504
case,-0.29164896220736725
menace,-0.29156744940770213
cake,-0.29138932791344674
designer,-0.29111455502605504
kinda,-0.29015765876559646
put,-0.2901406822734746
feminist,-0.2895870852794611
sara,-0.2895870852794611
beaten,-0.2895870852794611
amused,-0.2888933151093765
director,-0.2884581786135763
promoted,-0.2877457384552936
hence,-0.2870448907170078
belief,-0.28683542501197384
picked,-0.28658834164962566
expensive,-0.2864473777488937
doctors,-0.28548268694672463
boyfriend,-0.2841879190421045
holocaust,-0.28394052213831933
gates,-0.28326144703004624
laughing,-0.2825710915268214
standard,-0.28255157045515567
skills,-0.28249367681492743
buried,-0.2823384175418177
walls,-0.2823384175418177
preview,-0.28197390116958587
ran,-0.2819148118598813
reviewer,-0.2810808679990784
cannon,-0.28091478326501046
misery,-0.28091478326501046
vote,-0.27992316160482394
front,-0.2794770576346199
bits,-0.27919471168230947
around,-0.27896245367767375
intelligence,-0.27893984107995257
interest,-0.2785218503365132
chasing,-0.27836264761720714
mansion,-0.278271772051627
girls,-0.2776173941483281
crash,-0.27713534423320485
quickly,-0.2767522818421884
expecting,-0.2760068233836773
correct,-0.274171809402611
quentin,-0.2739564335656968
chicken,-0.2739564335656968
dressing,-0.2739564335656968
county,-0.2739564335656968
movies,-0.2735244278607979
grab,-0.2735001011118247
theater,-0.27334839417502627
sneak,-0.2727435751160469
themthe,-0.2712454492899519
freaky,-0.2712454492899519
sound,-0.27097327625488127
sale,-0.2703559948592576
las,-0.2700342878580606
darn,-0.2700342878580606
hundreds,-0.2700342878580606
survived,-0.26918087461762397
ten,-0.26885556187283144
tortured,-0.2687918857038699
catherine,-0.26837059936976543
halloween,-0.2678819191560125
appears,-0.2671421484847771
realized,-0.2668670087793777
frozen,-0.2668670087793777
minded,-0.2668670087793777
coat,-0.2668670087793775
reports,-0.2668670087793775
super,-0.2668670087793775
scratch,-0.2668670087793775
whore,-0.2668670087793775
forth,-0.2656469706171217
comment,-0.26431130387562113
entitled,-0.2637876158474056
demise,-0.2637876158474056
move,-0.2634226999378114
deadly,-0.2633695645431505
quarter,-0.2626547574924631
commercial,-0.2620660225155565
wouldbe,-0.2612859765160779
expected,-0.2609664073396931
killers,-0.2608682681579346
closeup,-0.26079249436969326
signed,-0.26079249436969326
hook,-0.26020327849836694
points,-0.26002220601103937
per,-0.25986362104161514
closet,-0.25974257434599596
know,-0.2586170432483372
handheld,-0.2585993927957771
quit,-0.2585993927957771
reviewed,-0.2585993927957771
depressed,-0.25807006054221865
yearold,-0.25798885743292477
witnessed,-0.2574683107771279
reporter,-0.2571354707616043
gere,-0.25701922282303047
couple,-0.2569049816192738
main,-0.25679269563263163
table,-0.2566952037220866
yes,-0.2559786926366415
dating,-0.2552416836597503
pool,-0.2548943671133017
suffer,-0.2546922948332753
overblown,-0.2546922948332753
tip,-0.2546922948332753
managed,-0.25443689407299097
moon,-0.2542255693784304
throws,-0.2539279530718795
whenever,-0.25376342150519704
apart,-0.2535478663818794
involved,-0.2534730464321216
creep,-0.25258278277313
liberal,-0.2519166673134062
dust,-0.25092546491035606
seem,-0.2507270403952561
heroine,-0.2505035625704904
mentally,-0.24958901734754213
mercy,-0.24929437933142767
photographer,-0.2488330859491161
cheating,-0.2488330859491161
abandoned,-0.24867389201340825
nuts,-0.24848847946452315
lee,-0.24828558303765202
fight,-0.24674190418406944
earn,-0.2461084486125803
introduce,-0.2461084486125803
caliber,-0.2461084486125803
masks,-0.2461084486125803
thrills,-0.24552210638102281
thought,-0.24526967834942828
babe,-0.24517193768005868
charisma,-0.2450075748156382
pulling,-0.2450075748156382
non,-0.24414693227929402
possibilities,-0.24378339566633644
electric,-0.24378339566633644
given,-0.24366855198453957
insane,-0.24337865585700777
oddly,-0.2430202668250099
salman,-0.24241396505483864
interesting,-0.2423607761800025
gang,-0.24232482451658582
laughs,-0.2422175330250043
picking,-0.24207454732809028
excessive,-0.24192065164914672
purposes,-0.24192065164914672
ancient,-0.2415114345024834
fact,-0.24088843351701922
wesley,-0.24039479741818648
justified,-0.24039479741818648
anyone,-0.2401626849503238
girlfriend,-0.23958792097607526
gas,-0.23949056984807243
altogether,-0.2388526326097811
factor,-0.2380785853547525
scenes,-0.23750208952033855
women,-0.2374748486067384
dates,-0.23711966538532578
slaughter,-0.2371196653853256
cliff,-0.2371196653853256
attractive,-0.2371196653853256
ho,-0.2371196653853256
mirror,-0.23711966538532542
church,-0.2359288316067035
chainsaw,-0.23480579954707917
harmless,-0.2345774708228723
suffice,-0.23429914632294688
outright,-0.2339523863066424
referring,-0.2339523863066424
signs,-0.23374493860466916
iii,-0.23374493860466916
gets,-0.2335084118329466
expectations,-0.23240753803600486
repeating,-0.23210159061870111
conclusion,-0.23191735014327178
less,-0.23115491205997443
roger,-0.2311292275429426
trivia,-0.2300302405990063
strike,-0.2300302405990063
leap,-0.2300302405990063
grotesque,-0.22968945990983733
hardcore,-0.22939230336071476
hole,-0.2288991585803572
reference,-0.22850653508061738
really,-0.2281290820072379
calls,-0.2274608809868728
happen,-0.22696804810970125
user,-0.22695263922832665
send,-0.22680460977602268
vehicles,-0.2266779186636789
wire,-0.2266779186636789
locals,-0.22631291042874255
karate,-0.22608139393287754
underground,-0.2250468330847506
parade,-0.2250468330847506
macho,-0.2250468330847506
driving,-0.22472411861278901
catholic,-0.22429562502774197
generated,-0.2237982868874917
waiting,-0.22368563940821903
sticks,-0.2234447284882491
blacks,-0.2231804744274518
heading,-0.22281182870144206
basement,-0.22226170665821254
besides,-0.2220127729951172
exactly,-0.2217791192508397
usually,-0.221724289985621
description,-0.2206315425967567
comparison,-0.22042337651301178
morbid,-0.22032442284234738
budgets,-0.22032442284234738
factors,-0.22032442284234738
treated,-0.22004615202638422
offer,-0.22004615202638403
belong,-0.21956129400102073
driver,-0.21934880485697528
mentioned,-0.21870762827144521
filmthe,-0.21780619032849155
onto,-0.21745938863430014
informed,-0.2173111843051453
